customerkey,prefix,firstname,lastname,birthdate,maritalstatus,gender,emailaddress,annualincome,totalchildren,educationlevel,occupation,homeowner,fullname,age,incomecategory
26502,Mrs.,Taylor,Brown,1948-05-02,Single,Female,taylor51@adventure-works.com,60000.0,2,Partial College,Professional,Yes,Taylor Brown,78,Medium
26503,Mr.,Jeremiah,Townsend,1949-02-03,Married,Male,jeremiah41@adventure-works.com,40000.0,2,Partial High School,Skilled Manual,Yes,Jeremiah Townsend,77,Low
26504,Mrs.,Jennifer,Robinson,1949-08-20,Married,Female,jennifer45@adventure-works.com,40000.0,2,Partial High School,Skilled Manual,Yes,Jennifer Robinson,76,Low
26505,Mrs.,Jennifer,Wright,1949-08-17,Married,Female,jennifer23@adventure-works.com,40000.0,2,Partial High School,Skilled Manual,Yes,Jennifer Wright,76,Low
26506,Mrs.,Ruth,Srini,1949-07-17,Single,Female,ruth13@adventure-works.com,60000.0,2,Partial College,Professional,Yes,Ruth Srini,76,Medium
26507,Mrs.,Abhijit,Thakur,1949-02-02,Married,Female,abhijit0@adventure-works.com,60000.0,2,Partial College,Professional,Yes,Abhijit Thakur,77,Medium
26508,Mr.,Marcus,Ross,1949-07-14,Married,Male,marcus53@adventure-works.com,60000.0,2,Partial College,Professional,Yes,Marcus Ross,76,Medium
26509,Mr.,Seth,Taylor,1949-03-05,Single,Male,seth9@adventure-works.com,60000.0,2,Partial College,Professional,No,Seth Taylor,77,Medium
26510,Mr.,Jack,Scott,1949-03-18,Single,Male,jack50@adventure-works.com,60000.0,2,Partial College,Professional,Yes,Jack Scott,77,Medium
26511,Mr.,Charles,Weisman,1949-08-07,Married,Male,charles16@adventure-works.com,70000.0,5,Partial College,Professional,Yes,Charles Weisman,76,Medium
26512,Mrs.,Christina,Cooper,1950-02-01,Married,Female,christina16@adventure-works.com,40000.0,2,Partial High School,Skilled Manual,No,Christina Cooper,76,Low
26513,Mrs.,Stacy,Moreno,1950-02-03,Single,Female,stacy7@adventure-works.com,60000.0,2,Partial College,Professional,No,Stacy Moreno,76,Medium
26514,Mr.,Cameron,Powell,1950-04-15,Married,Male,cameron3@adventure-works.com,70000.0,4,Partial College,Professional,No,Cameron Powell,76,Medium
26515,Mrs.,Zoe,Watson,1950-09-16,Married,Female,zoe0@adventure-works.com,70000.0,4,Partial College,Professional,Yes,Zoe Watson,75,Medium
26516,Mrs.,Jill,Perry,1950-09-07,Married,Female,jill32@adventure-works.com,70000.0,4,Partial College,Professional,Yes,Jill Perry,75,Medium
26517,Mrs.,Melanie,Griffin,1950-02-07,Married,Female,melanie8@adventure-works.com,70000.0,4,Partial College,Professional,Yes,Melanie Griffin,76,Medium
26518,Mr.,Marcus,Lee,1950-06-16,Single,Male,marcus23@adventure-works.com,70000.0,4,Partial College,Professional,Yes,Marcus Lee,75,Medium
26519,<Na>,Brianna,Wood,1950-01-02,Married,Other,brianna49@adventure-works.com,80000.0,3,Bachelors,Management,Yes,Brianna Wood,76,Medium
26520,Mrs.,Chloe,Ramirez,1951-10-24,Single,Female,chloe61@adventure-works.com,60000.0,2,High School,Professional,No,Chloe Ramirez,74,Medium
26521,Mr.,Nathan,Taylor,1951-06-01,Married,Male,nathan67@adventure-works.com,60000.0,2,High School,Professional,No,Nathan Taylor,75,Medium
26522,Mr.,Logan,Thompson,1951-09-27,Married,Male,logan67@adventure-works.com,60000.0,2,Partial College,Professional,Yes,Logan Thompson,74,Medium
26523,Mrs.,Casey,Raji,1951-11-16,Single,Female,casey21@adventure-works.com,60000.0,2,Partial College,Professional,Yes,Casey Raji,74,Medium
26524,Mr.,Anthony,Robinson,1951-05-05,Married,Male,anthony4@adventure-works.com,60000.0,2,Partial College,Professional,Yes,Anthony Robinson,75,Medium
26525,Mr.,Jeremy,Bell,1952-04-26,Single,Male,jeremy42@adventure-works.com,70000.0,2,High School,Professional,Yes,Jeremy Bell,74,Medium
26526,Mr.,Blake,Coleman,1952-08-18,Married,Male,blake53@adventure-works.com,70000.0,2,High School,Professional,Yes,Blake Coleman,73,Medium
26527,Mr.,Oscar,Hayes,1952-09-09,Married,Male,oscar8@adventure-works.com,70000.0,2,Partial High School,Skilled Manual,Yes,Oscar Hayes,73,Medium
26528,Mr.,Samuel,Garcia,1953-05-04,Single,Male,samuel55@adventure-works.com,60000.0,3,High School,Professional,Yes,Samuel Garcia,73,Medium
26529,Mrs.,Jasmine,Davis,1969-10-05,Single,Female,jasmine5@adventure-works.com,70000.0,5,Graduate Degree,Professional,Yes,Jasmine Davis,56,Medium
26530,Mrs.,Riley,Morgan,1969-03-13,Married,Female,riley33@adventure-works.com,70000.0,5,Graduate Degree,Professional,No,Riley Morgan,57,Medium
26531,Mr.,Jeremy,Reed,1969-04-08,Married,Male,jeremy46@adventure-works.com,70000.0,5,Graduate Degree,Professional,Yes,Jeremy Reed,57,Medium
26532,Ms.,Angela,Barnes,1968-09-12,Single,Female,angela5@adventure-works.com,80000.0,0,Bachelors,Management,No,Angela Barnes,57,Medium
26534,Mr.,Fernando,Smith,1968-02-11,Single,Male,fernando1@adventure-works.com,90000.0,4,Bachelors,Management,Yes,Fernando Smith,58,Medium
26536,Ms.,Katherine,Thomas,1967-10-05,Single,Female,katherine81@adventure-works.com,100000.0,0,Bachelors,Management,Yes,Katherine Thomas,58,High
26537,Mr.,Wyatt,Perez,1967-04-15,Single,Male,wyatt41@adventure-works.com,100000.0,1,Bachelors,Management,Yes,Wyatt Perez,59,High
26538,Mr.,Warren,Black,1968-11-18,Married,Male,warren10@adventure-works.com,110000.0,2,Graduate Degree,Management,Yes,Warren Black,57,High
26539,Mrs.,Faith,Hayes,1968-04-25,Single,Female,faith22@adventure-works.com,130000.0,1,Graduate Degree,Management,No,Faith Hayes,58,High
26540,Mrs.,Jada,Sanchez,1968-10-22,Single,Female,jada16@adventure-works.com,170000.0,1,Graduate Degree,Management,No,Jada Sanchez,57,High
26541,Ms.,Alexis,Butler,1979-05-05,Married,Female,alexis37@adventure-works.com,40000.0,0,Partial College,Skilled Manual,Yes,Alexis Butler,47,Low
26542,Mr.,Jamie,Torres,1978-03-25,Married,Male,jamie34@adventure-works.com,40000.0,0,Bachelors,Professional,No,Jamie Torres,48,Low
26543,Mrs.,Susan,Guo,1947-01-21,Single,Female,susan28@adventure-works.com,10000.0,2,High School,Skilled Manual,No,Susan Guo,79,Low
26544,Ms.,Riley,Ramirez,1978-03-24,Married,Female,riley26@adventure-works.com,30000.0,0,Partial College,Skilled Manual,Yes,Riley Ramirez,48,Low
26545,Ms.,Taylor,Ross,1978-01-08,Married,Female,taylor29@adventure-works.com,60000.0,0,Partial College,Skilled Manual,No,Taylor Ross,48,Medium
26546,Mr.,Miguel,Bennett,1978-06-26,Married,Male,miguel47@adventure-works.com,60000.0,0,Partial College,Skilled Manual,Yes,Miguel Bennett,47,Medium
26547,Mrs.,Barbara,Beck,1946-05-09,Single,Female,barbara48@adventure-works.com,30000.0,2,Partial College,Clerical,No,Barbara Beck,80,Low
26548,Mr.,Casey,Suarez,1947-05-11,Single,Male,casey43@adventure-works.com,20000.0,4,High School,Skilled Manual,No,Casey Suarez,79,Low
26549,Mr.,Jamie,Sanz,1948-08-15,Single,Male,jamie42@adventure-works.com,20000.0,2,Partial High School,Clerical,Yes,Jamie Sanz,77,Low
26550,Mr.,Alex,Morris,1977-10-28,Single,Male,alex22@adventure-works.com,40000.0,0,Bachelors,Professional,No,Alex Morris,48,Low
26551,Mr.,Noah,Moore,1977-09-20,Single,Male,noah47@adventure-works.com,40000.0,0,Partial College,Skilled Manual,Yes,Noah Moore,48,Low
26552,Ms.,Judith,Turner,1977-03-12,Married,Female,judith2@adventure-works.com,40000.0,0,Partial College,Skilled Manual,Yes,Judith Turner,49,Low
26553,Ms.,Kayla,Powell,1977-05-10,Single,Female,kayla32@adventure-works.com,40000.0,0,Partial College,Skilled Manual,Yes,Kayla Powell,49,Low
26554,Mr.,Michael,Garcia,1977-05-16,Single,Male,michael48@adventure-works.com,60000.0,0,Partial College,Skilled Manual,No,Michael Garcia,49,Medium
26555,Mr.,Jeremy,Perry,1977-06-13,Single,Male,jeremy25@adventure-works.com,70000.0,0,Partial College,Skilled Manual,No,Jeremy Perry,48,Medium
26556,Mr.,Jeremy,Cooper,1976-05-04,Married,Male,jeremy38@adventure-works.com,60000.0,0,Partial College,Skilled Manual,No,Jeremy Cooper,50,Medium
26558,Mrs.,Holly,Garcia,1949-08-25,Married,Female,holly14@adventure-works.com,10000.0,2,Partial High School,Clerical,No,Holly Garcia,76,Low
26559,Mr.,Marshall,Ye,1949-05-16,Single,Male,marshall8@adventure-works.com,10000.0,2,Partial High School,Clerical,Yes,Marshall Ye,77,Low
26560,Mrs.,Lindsey,Shen,1951-06-04,Married,Female,lindsey2@adventure-works.com,20000.0,2,Partial High School,Clerical,Yes,Lindsey Shen,75,Low
26561,Mrs.,Hannah,Lewis,1951-05-06,Married,Female,hannah19@adventure-works.com,20000.0,2,Partial High School,Clerical,Yes,Hannah Lewis,75,Low
26562,Mr.,Edward,Wilson,1953-01-24,Married,Male,edward29@adventure-works.com,40000.0,2,Partial College,Skilled Manual,Yes,Edward Wilson,73,Low
26563,Mr.,Keith,She,1953-01-24,Married,Male,keith2@adventure-works.com,40000.0,2,Partial College,Skilled Manual,Yes,Keith She,73,Low
26564,<Na>,Franklin,Chen,1954-09-26,Single,Other,franklin2@adventure-works.com,40000.0,3,Partial High School,Clerical,No,Franklin Chen,71,Low
26565,Mr.,Gabriel,Mitchell,1954-05-20,Single,Male,gabriel42@adventure-works.com,40000.0,3,Partial High School,Clerical,No,Gabriel Mitchell,72,Low
26566,Mrs.,Crystal,Chen,1954-03-23,Single,Female,crystal4@adventure-works.com,40000.0,3,Partial High School,Clerical,No,Crystal Chen,72,Low
26567,Mrs.,Michele,Rai,1955-10-07,Single,Female,michele18@adventure-works.com,80000.0,2,Partial College,Skilled Manual,No,Michele Rai,70,Medium
26568,<Na>,Nancy,Kovar,1955-08-11,Single,Other,nancy8@adventure-works.com,80000.0,2,Partial College,Skilled Manual,Yes,Nancy Kovar,70,Medium
26569,Mrs.,Michelle,Sanchez,1955-08-09,Married,Female,michelle24@adventure-works.com,80000.0,2,Partial College,Skilled Manual,Yes,Michelle Sanchez,70,Medium
26570,Mr.,Hunter,Gonzales,1955-05-11,Married,Male,hunter14@adventure-works.com,80000.0,2,Partial College,Skilled Manual,Yes,Hunter Gonzales,71,Medium
26571,Mrs.,Lacey,Pal,1955-02-16,Single,Female,lacey2@adventure-works.com,80000.0,2,Partial College,Skilled Manual,No,Lacey Pal,71,Medium
26572,Ms.,Jessica,Russell,1975-11-19,Single,Female,jessica44@adventure-works.com,40000.0,0,Partial College,Skilled Manual,No,Jessica Russell,50,Low
26573,Ms.,Samantha,Clark,1975-05-18,Married,Female,samantha20@adventure-works.com,40000.0,0,High School,Skilled Manual,Yes,Samantha Clark,51,Low
26574,Mr.,Jordan,Allen,1975-09-26,Married,Male,jordan76@adventure-works.com,40000.0,0,High School,Skilled Manual,Yes,Jordan Allen,50,Low
26575,Ms.,Toni,Gonzalez,1975-07-08,Single,Female,toni19@adventure-works.com,40000.0,0,High School,Skilled Manual,No,Toni Gonzalez,50,Low
26576,Ms.,Kaitlyn,Robinson,1975-01-10,Married,Female,kaitlyn41@adventure-works.com,60000.0,0,Partial College,Skilled Manual,Yes,Kaitlyn Robinson,51,Medium
26577,Ms.,Cindy,Edwards,1975-02-02,Married,Female,cindy20@adventure-works.com,60000.0,0,Partial College,Skilled Manual,Yes,Cindy Edwards,51,Medium
26578,Mr.,Jeremy,White,1975-10-25,Single,Male,jeremy3@adventure-works.com,60000.0,0,Partial College,Skilled Manual,Yes,Jeremy White,50,Medium
26579,Mr.,Hunter,Hayes,1974-05-22,Single,Male,hunter18@adventure-works.com,50000.0,0,High School,Skilled Manual,No,Hunter Hayes,52,Medium
26580,Ms.,Paige,Ramirez,1974-07-17,Married,Female,paige30@adventure-works.com,50000.0,0,High School,Skilled Manual,Yes,Paige Ramirez,51,Medium
26581,Ms.,Mariah,Patterson,1973-11-22,Married,Female,mariah15@adventure-works.com,60000.0,0,Partial College,Skilled Manual,Yes,Mariah Patterson,52,Medium
26582,Mr.,Fernando,Moore,1973-03-03,Married,Male,fernando8@adventure-works.com,60000.0,0,Partial College,Skilled Manual,Yes,Fernando Moore,53,Medium
26583,Mr.,James,Patterson,1976-08-13,Single,Male,james26@adventure-works.com,60000.0,0,Partial College,Professional,No,James Patterson,49,Medium
26584,Mr.,Benjamin,Alexander,1976-02-24,Married,Male,benjamin20@adventure-works.com,60000.0,0,Partial College,Professional,No,Benjamin Alexander,50,Medium
26585,Mr.,Alejandro,Xu,1956-07-15,Single,Male,alejandro15@adventure-works.com,80000.0,2,High School,Skilled Manual,Yes,Alejandro Xu,69,Medium
26586,Ms.,Alexandra,Baker,1976-07-12,Married,Female,alexandra58@adventure-works.com,60000.0,0,Partial College,Professional,Yes,Alexandra Baker,49,Medium
26587,Mr.,Mario,Johnsen,1957-03-08,Single,Male,mario9@adventure-works.com,70000.0,2,High School,Skilled Manual,No,Mario Johnsen,69,Medium
26588,Mr.,Dustin,Pal,1957-09-21,Married,Male,dustin12@adventure-works.com,70000.0,2,High School,Skilled Manual,Yes,Dustin Pal,68,Medium
26589,Mrs.,Julie,Tang,1957-08-05,Single,Female,julie8@adventure-works.com,70000.0,2,High School,Professional,Yes,Julie Tang,68,Medium
26590,Mr.,Jorge,Guo,1958-12-01,Married,Male,jorge20@adventure-works.com,100000.0,1,Bachelors,Management,Yes,Jorge Guo,67,High
26591,Mrs.,Aimee,Chen,1958-08-05,Single,Female,aimee2@adventure-works.com,100000.0,1,Bachelors,Management,Yes,Aimee Chen,67,High
26592,Mrs.,Brenda,Lopez,1959-05-07,Single,Female,brenda20@adventure-works.com,100000.0,1,Bachelors,Management,Yes,Brenda Lopez,67,High
26593,Mr.,Eduardo,Campbell,1966-03-18,Single,Male,eduardo40@adventure-works.com,130000.0,0,Graduate Degree,Management,No,Eduardo Campbell,60,High
26594,Mrs.,Melissa,Wood,1957-08-06,Married,Female,melissa21@adventure-works.com,70000.0,2,Partial High School,Skilled Manual,Yes,Melissa Wood,68,Medium
26595,Mrs.,Alyssa,Bailey,1957-04-05,Married,Female,alyssa33@adventure-works.com,70000.0,2,Partial High School,Skilled Manual,Yes,Alyssa Bailey,69,Medium
26596,Mr.,Antonio,Hayes,1964-06-02,Married,Male,antonio23@adventure-works.com,60000.0,4,Bachelors,Skilled Manual,Yes,Antonio Hayes,62,Medium
26597,Mrs.,Madison,Lewis,1964-01-05,Single,Female,madison21@adventure-works.com,60000.0,4,Bachelors,Skilled Manual,No,Madison Lewis,62,Medium
26598,Mr.,Charles,Adams,1964-03-02,Single,Male,charles35@adventure-works.com,60000.0,4,Bachelors,Skilled Manual,Yes,Charles Adams,62,Medium
26599,Mrs.,Allison,Reed,1964-01-14,Married,Female,allison20@adventure-works.com,60000.0,4,Bachelors,Skilled Manual,Yes,Allison Reed,62,Medium
26600,Mrs.,Michelle,Gray,1964-07-22,Single,Female,michelle7@adventure-works.com,60000.0,4,Bachelors,Skilled Manual,No,Michelle Gray,61,Medium
26601,Mr.,Kyle,Gonzalez,1964-06-24,Single,Male,kyle38@adventure-works.com,60000.0,4,Bachelors,Skilled Manual,Yes,Kyle Gonzalez,61,Medium
26602,Mr.,Noah,Yang,1963-10-04,Single,Male,noah23@adventure-works.com,70000.0,4,Bachelors,Professional,Yes,Noah Yang,62,Medium
26603,Mrs.,Sheila,Ruiz,1963-04-03,Single,Female,sheila2@adventure-works.com,70000.0,4,Bachelors,Professional,No,Sheila Ruiz,63,Medium
26604,Ms.,Elizabeth,West,1968-11-07,Single,Female,elizabeth42@adventure-works.com,70000.0,0,Bachelors,Professional,No,Elizabeth West,57,Medium
26605,Mr.,Brandon,Foster,1963-02-27,Single,Male,brandon13@adventure-works.com,70000.0,0,Bachelors,Professional,No,Brandon Foster,63,Medium
26606,Mrs.,Hannah,Harris,1963-12-03,Single,Female,hannah12@adventure-works.com,60000.0,3,Graduate Degree,Professional,Yes,Hannah Harris,62,Medium
26607,Mrs.,Natalie,Powell,1963-07-11,Married,Female,natalie31@adventure-works.com,60000.0,3,Graduate Degree,Professional,Yes,Natalie Powell,62,Medium
26608,Mr.,Aaron,Nelson,1963-07-17,Single,Male,aaron42@adventure-works.com,60000.0,3,Graduate Degree,Professional,No,Aaron Nelson,62,Medium
26609,Mrs.,Abigail,Kelly,1962-04-11,Married,Female,abigail23@adventure-works.com,70000.0,1,Partial College,Skilled Manual,Yes,Abigail Kelly,64,Medium
26610,Mrs.,Mary,Perez,1962-11-09,Married,Female,mary25@adventure-works.com,70000.0,1,Partial College,Skilled Manual,Yes,Mary Perez,63,Medium
26611,Mrs.,Kayla,Henderson,1962-04-19,Married,Female,kayla29@adventure-works.com,70000.0,1,Partial College,Skilled Manual,Yes,Kayla Henderson,64,Medium
26612,Mrs.,Janet,Romero,1961-03-04,Married,Female,janet14@adventure-works.com,40000.0,4,High School,Skilled Manual,Yes,Janet Romero,65,Low
26613,Mrs.,Priscilla,Lal,1961-06-25,Married,Female,priscilla8@adventure-works.com,40000.0,4,High School,Skilled Manual,Yes,Priscilla Lal,64,Low
26614,Mr.,Richard,Robinson,1961-06-05,Single,Male,richard12@adventure-works.com,40000.0,4,High School,Skilled Manual,Yes,Richard Robinson,65,Low
26615,Mr.,David,Powell,1961-04-06,Married,Male,david41@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,David Powell,65,Medium
26616,Mr.,Colin,Goel,1960-03-18,Married,Male,colin42@adventure-works.com,40000.0,0,Bachelors,Professional,No,Colin Goel,66,Low
26617,Mr.,Isaiah,Peterson,1960-10-11,Married,Male,isaiah4@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Isaiah Peterson,65,Medium
26618,Mrs.,Amanda,Morris,1960-02-18,Married,Female,amanda1@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Amanda Morris,66,Medium
26619,Mr.,Thomas,Hill,1960-03-26,Married,Male,thomas49@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Thomas Hill,66,Medium
26620,Ms.,Isabella,Green,1967-05-21,Single,Female,isabella45@adventure-works.com,50000.0,0,Partial College,Skilled Manual,No,Isabella Green,59,Medium
26621,Ms.,Sarah,Wood,1967-05-22,Single,Female,sarah27@adventure-works.com,50000.0,0,Partial College,Skilled Manual,No,Sarah Wood,59,Medium
26622,Ms.,Jan,Howard,1967-09-05,Single,Female,jan9@adventure-works.com,50000.0,0,Partial College,Skilled Manual,No,Jan Howard,58,Medium
26623,Ms.,Alexandra,Ross,1967-02-11,Single,Female,alexandra27@adventure-works.com,50000.0,0,Partial College,Skilled Manual,No,Alexandra Ross,59,Medium
26624,Ms.,Elizabeth,Russell,1967-05-06,Single,Female,elizabeth48@adventure-works.com,50000.0,0,Partial College,Skilled Manual,No,Elizabeth Russell,59,Medium
26625,Ms.,Lauren,Barnes,1967-12-19,Single,Female,lauren50@adventure-works.com,60000.0,0,Graduate Degree,Professional,Yes,Lauren Barnes,58,Medium
26626,Mr.,Dalton,Taylor,1967-03-25,Single,Male,dalton8@adventure-works.com,60000.0,0,Graduate Degree,Professional,No,Dalton Taylor,59,Medium
26627,Mr.,Jose,Alexander,1967-08-07,Married,Male,jose13@adventure-works.com,60000.0,0,Graduate Degree,Professional,No,Jose Alexander,58,Medium
26628,Mr.,Lucas,Lee,1927-05-04,Single,Male,lucas36@adventure-works.com,40000.0,2,High School,Skilled Manual,No,Lucas Lee,99,Low
26629,Mrs.,Miranda,Price,1960-02-06,Married,Female,miranda0@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Miranda Price,66,Medium
26630,Mrs.,Vanessa,Powell,1960-03-15,Married,Female,vanessa9@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Vanessa Powell,66,Medium
26631,Mr.,Isaiah,Stewart,1960-03-01,Married,Male,isaiah25@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Isaiah Stewart,66,Medium
26632,Mrs.,Isabella,Moore,1960-12-24,Married,Female,isabella63@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Isabella Moore,65,Medium
26633,Mrs.,Gabrielle,Ward,1960-11-08,Married,Female,gabrielle12@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Gabrielle Ward,65,Medium
26634,Mr.,Devin,Walker,1960-05-12,Married,Male,devin20@adventure-works.com,60000.0,1,Partial College,Skilled Manual,No,Devin Walker,66,Medium
26635,Mrs.,Jasmine,Harris,1959-05-14,Married,Female,jasmine12@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Jasmine Harris,67,Medium
26636,Mr.,Miguel,Walker,1959-05-18,Married,Male,miguel23@adventure-works.com,60000.0,5,Bachelors,Professional,Yes,Miguel Walker,67,Medium
26637,Mr.,Thomas,Robinson,1959-03-27,Married,Male,thomas58@adventure-works.com,60000.0,4,Bachelors,Professional,Yes,Thomas Robinson,67,Medium
26638,Mrs.,Olivia,Flores,1959-06-24,Single,Female,olivia58@adventure-works.com,70000.0,1,Graduate Degree,Professional,No,Olivia Flores,66,Medium
26639,Mrs.,Riley,Diaz,1959-02-15,Married,Female,riley18@adventure-works.com,70000.0,5,Graduate Degree,Professional,Yes,Riley Diaz,67,Medium
26640,Mr.,Eduardo,Lopez,1959-08-05,Single,Male,eduardo28@adventure-works.com,70000.0,5,Graduate Degree,Professional,Yes,Eduardo Lopez,66,Medium
26641,Mr.,Arturo,Xie,1959-08-05,Single,Male,arturo27@adventure-works.com,80000.0,1,Graduate Degree,Professional,Yes,Arturo Xie,66,Medium
26642,Mrs.,Gabrielle,Evans,1958-06-18,Married,Female,gabrielle45@adventure-works.com,80000.0,1,Partial College,Skilled Manual,Yes,Gabrielle Evans,67,Medium
26643,Mr.,Benjamin,Miller,1958-10-13,Married,Male,benjamin40@adventure-works.com,60000.0,3,Bachelors,Professional,Yes,Benjamin Miller,67,Medium
26644,Mrs.,Jenna,Hernandez,1958-04-21,Single,Female,jenna17@adventure-works.com,60000.0,1,Bachelors,Professional,No,Jenna Hernandez,68,Medium
26645,Mrs.,Morgan,Richardson,1958-08-22,Single,Female,morgan57@adventure-works.com,60000.0,1,Bachelors,Professional,Yes,Morgan Richardson,67,Medium
26646,Mrs.,Jordyn,Perry,1958-10-22,Single,Female,jordyn7@adventure-works.com,60000.0,1,Bachelors,Professional,Yes,Jordyn Perry,67,Medium
26647,Mrs.,Jasmine,Simmons,1958-03-28,Single,Female,jasmine54@adventure-works.com,60000.0,1,Bachelors,Professional,Yes,Jasmine Simmons,68,Medium
26648,Mrs.,Riley,Rogers,1958-10-24,Single,Female,riley38@adventure-works.com,70000.0,5,Graduate Degree,Professional,Yes,Riley Rogers,67,Medium
26649,Mrs.,Emily,Perry,1958-10-08,Single,Female,emily32@adventure-works.com,80000.0,5,Graduate Degree,Professional,No,Emily Perry,67,Medium
26650,Mr.,Kevin,Collins,1958-05-28,Single,Male,kevin39@adventure-works.com,80000.0,5,Graduate Degree,Professional,Yes,Kevin Collins,68,Medium
26651,Mr.,Gregory,Nara,1969-09-18,Single,Male,gregory20@adventure-works.com,80000.0,4,Graduate Degree,Management,Yes,Gregory Nara,56,Medium
26652,Mr.,Bruce,Moreno,1969-09-14,Married,Male,bruce29@adventure-works.com,80000.0,4,Graduate Degree,Management,Yes,Bruce Moreno,56,Medium
26653,Mrs.,Kaylee,Allen,1969-09-14,Married,Female,kaylee46@adventure-works.com,80000.0,4,Graduate Degree,Management,Yes,Kaylee Allen,56,Medium
26654,Mrs.,Kathleen,Jimenez,1969-07-26,Married,Female,kathleen7@adventure-works.com,90000.0,1,Graduate Degree,Management,Yes,Kathleen Jimenez,56,Medium
26655,Mr.,Kelvin,Sharma,1969-08-25,Married,Male,kelvin6@adventure-works.com,90000.0,1,Graduate Degree,Management,No,Kelvin Sharma,56,Medium
26656,Mrs.,Amanda,Hall,1969-02-26,Married,Female,amanda66@adventure-works.com,90000.0,2,Bachelors,Professional,No,Amanda Hall,57,Medium
26657,Mr.,Lucas,Hughes,1969-03-07,Single,Male,lucas59@adventure-works.com,90000.0,2,Bachelors,Professional,No,Lucas Hughes,57,Medium
26658,Mr.,Darryl,Liang,1969-06-02,Married,Male,darryl16@adventure-works.com,100000.0,1,Graduate Degree,Management,Yes,Darryl Liang,57,High
26659,Mrs.,Katrina,Yuan,1970-08-22,Married,Female,katrina6@adventure-works.com,80000.0,4,Graduate Degree,Management,No,Katrina Yuan,55,Medium
26660,Mr.,Kern,Sutton,1968-02-22,Married,Male,kern0@adventure-works.com,60000.0,2,Bachelors,Professional,Yes,Kern Sutton,58,Medium
26661,Mrs.,Dawn,Zhu,1968-04-19,Single,Female,dawn16@adventure-works.com,60000.0,2,Bachelors,Professional,No,Dawn Zhu,58,Medium
26662,Mrs.,Lori,Alvarez,1968-09-13,Single,Female,lori7@adventure-works.com,60000.0,2,Bachelors,Professional,Yes,Lori Alvarez,57,Medium
26663,Mrs.,Joanna,Serrano,1967-06-24,Single,Female,joanna15@adventure-works.com,60000.0,2,Bachelors,Professional,No,Joanna Serrano,58,Medium
26664,Mrs.,Amy,Zhu,1967-11-21,Married,Female,amy20@adventure-works.com,70000.0,5,Bachelors,Professional,Yes,Amy Zhu,58,Medium
26665,Mr.,Jésus,Vazquez,1967-10-27,Single,Male,,70000.0,5,Bachelors,Professional,Yes,Jésus Vazquez,58,Medium
26666,Mrs.,Ashlee,Beck,1969-03-11,Single,Female,ashlee4@adventure-works.com,110000.0,1,Graduate Degree,Management,No,Ashlee Beck,57,High
26667,Mrs.,Jillian,Patel,1969-11-19,Single,Female,jillian3@adventure-works.com,120000.0,1,Graduate Degree,Management,Yes,Jillian Patel,56,High
26668,Mrs.,Toni,Madan,1967-06-24,Married,Female,toni7@adventure-works.com,70000.0,5,Bachelors,Professional,Yes,Toni Madan,58,Medium
26669,Mr.,Curtis,Zeng,1967-05-04,Married,Male,curtis19@adventure-works.com,70000.0,5,Bachelors,Professional,Yes,Curtis Zeng,59,Medium
26670,Mr.,Jerry,Johnsen,1967-10-06,Married,Male,jerry12@adventure-works.com,70000.0,5,Bachelors,Professional,Yes,Jerry Johnsen,58,Medium
26671,Mr.,Arthur,Patel,1967-08-28,Married,Male,arthur5@adventure-works.com,80000.0,5,Graduate Degree,Management,Yes,Arthur Patel,58,Medium
26672,Mrs.,Kelli,Sharma,1966-08-07,Married,Female,kelli32@adventure-works.com,80000.0,5,Bachelors,Professional,Yes,Kelli Sharma,59,Medium
26673,Mr.,Austin,Alexander,1966-05-04,Married,Male,austin15@adventure-works.com,90000.0,0,Bachelors,Professional,Yes,Austin Alexander,60,Medium
26674,Mrs.,Ashley,Jackson,1953-09-15,Married,Female,ashley12@adventure-works.com,60000.0,3,Partial High School,Skilled Manual,Yes,Ashley Jackson,72,Medium
26675,Mrs.,Natalie,King,1957-03-24,Married,Female,natalie62@adventure-works.com,60000.0,2,High School,Professional,Yes,Natalie King,69,Medium
26676,Mrs.,Emily,Jenkins,1957-07-19,Married,Female,emily31@adventure-works.com,60000.0,2,High School,Professional,Yes,Emily Jenkins,68,Medium
26677,Mr.,William,Johnson,1956-11-06,Married,Male,william17@adventure-works.com,80000.0,2,Partial High School,Skilled Manual,Yes,William Johnson,69,Medium
26678,Mrs.,Miranda,Hughes,1956-11-20,Single,Female,miranda11@adventure-works.com,80000.0,2,Partial High School,Skilled Manual,Yes,Miranda Hughes,69,Medium
26679,Mr.,Noah,Perry,1956-01-01,Married,Male,noah4@adventure-works.com,80000.0,2,Partial High School,Skilled Manual,Yes,Noah Perry,70,Medium
